"2014-05-14,""2014"",""05"",""14"",""†"",""18.3"","""",""8.9"","""",""13.6"","""",""4.4"","""",""0.0"","""","""",""M"","""",""M"",""4.1"","""","""","""",""29"","""",""32"","""""
"2014-05-15,""2014"",""05"",""15"",""†"",""19.2"","""",""8.3"","""",""13.8"","""",""4.2"","""",""0.0"","""","""",""M"","""",""M"",""5.4"","""","""","""",""20"","""",""43"","""""
"2014-05-16,""2014"",""05"",""16"",""†"",""9.4"","""",""0.6"","""",""5.0"","""",""13.0"","""",""0.0"","""","""",""M"","""",""M"",""1.5"","""","""","""",""32"","""",""41"","""""
"2014-05-17,""2014"",""05"",""17"",""†"",""11.4"","""",""0.4"","""",""5.9"","""",""12.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""43"","""""
"2014-05-18,""2014"",""05"",""18"",""†"",""17.0"","""",""-0.2"","""",""8.4"","""",""9.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""32"","""",""33"","""""
"2014-05-19,""2014"",""05"",""19"",""†"",""20.5"","""",""3.4"","""",""12.0"","""",""6.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""32"","""""
"2014-05-20,""2014"",""05"",""20"",""†"",""18.2"","""",""6.3"","""",""12.3"","""",""5.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-05-21,""2014"",""05"",""21"",""†"",""22.7"","""",""7.1"","""",""14.9"","""",""3.1"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-05-22,""2014"",""05"",""22"",""†"","""",""M"",""10.3"",""E"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-05-23,""2014"",""05"",""23"",""†"",""15.7"","""",""7.6"","""",""11.7"","""",""6.3"","""",""0.0"","""","""",""M"","""",""M"",""10.0"","""","""","""",""28"","""",""35"","""""
"2014-05-24,""2014"",""05"",""24"",""†"",""21.8"","""",""6.4"","""",""14.1"","""",""3.9"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""29"","""",""41"","""""
"2014-05-25,""2014"",""05"",""25"",""†"",""25.4"","""",""10.8"","""",""18.1"","""",""0.0"","""",""0.1"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""35"","""""
"2014-05-26,""2014"",""05"",""26"",""†"",""26.6"","""",""12.2"","""",""19.4"","""",""0.0"","""",""1.4"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""43"","""""
"2014-05-27,""2014"",""05"",""27"",""†"",""26.5"","""",""12.4"","""",""19.5"","""",""0.0"","""",""1.5"","""","""",""M"","""",""M"",""0.0"","""","""","""",""30"","""",""41"","""""
"2014-05-28,""2014"",""05"",""28"",""†"",""17.4"",""E"",""8.7"",""E"",""13.1"",""E"",""4.9"",""E"",""0.0"",""E"","""",""M"","""",""M"",""0.0"","""","""","""","""",""M"","""",""M"""
"2014-05-29,""2014"",""05"",""29"",""†"",""19.8"","""",""5.3"","""",""12.6"","""",""5.4"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-05-30,""2014"",""05"",""30"",""†"",""23.1"","""",""7.6"","""",""15.4"","""",""2.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""34"","""",""33"","""""
"2014-05-31,""2014"",""05"",""31"",""†"",""22.5"","""",""6.2"","""",""14.4"","""",""3.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-01,""2014"",""06"",""01"",""†"",""25.7"","""",""6.2"","""",""16.0"","""",""2.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""17"","""",""35"","""""
"2014-06-02,""2014"",""06"",""02"",""†"",""28.4"","""",""9.3"","""",""18.9"","""",""0.0"","""",""0.9"","""","""",""M"","""",""M"",""11.7"","""","""","""",""21"","""",""59"","""""
"2014-06-03,""2014"",""06"",""03"",""†"",""26.8"","""",""9.1"","""",""18.0"","""",""0.0"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""31"","""",""57"","""""
"2014-06-04,""2014"",""06"",""04"",""†"",""19.5"","""",""8.4"","""",""14.0"","""",""4.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""30"","""",""54"","""""
"2014-06-05,""2014"",""06"",""05"",""†"",""16.8"","""",""6.5"","""",""11.7"","""",""6.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""33"","""",""35"","""""
"2014-06-06,""2014"",""06"",""06"",""†"",""21.6"","""",""7.4"","""",""14.5"","""",""3.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""31"","""",""35"","""""
"2014-06-07,""2014"",""06"",""07"",""†"",""24.7"","""",""4.8"","""",""14.8"","""",""3.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-08,""2014"",""06"",""08"",""†"",""20.6"","""",""8.6"","""",""14.6"","""",""3.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-09,""2014"",""06"",""09"",""†"",""25.3"","""",""12.5"","""",""18.9"","""",""0.0"","""",""0.9"","""","""",""M"","""",""M"",""0.0"","""","""","""",""5"","""",""32"","""""
"2014-06-10,""2014"",""06"",""10"",""†"",""25.6"","""",""11.3"","""",""18.5"","""",""0.0"","""",""0.5"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-11,""2014"",""06"",""11"",""†"",""22.4"","""",""15.8"","""",""19.1"","""",""0.0"","""",""1.1"","""","""",""M"","""",""M"",""17.2"","""","""","""","""","""",""<31"","""""
"2014-06-12,""2014"",""06"",""12"",""†"",""24.6"","""",""17.2"","""",""20.9"","""",""0.0"","""",""2.9"","""","""",""M"","""",""M"",""12.7"","""","""","""",""18"","""",""33"","""""
"2014-06-13,""2014"",""06"",""13"",""†"",""20.3"","""",""9.0"","""",""14.7"","""",""3.3"","""",""0.0"","""","""",""M"","""",""M"",""1.9"","""","""","""",""32"","""",""41"","""""
"2014-06-14,""2014"",""06"",""14"",""†"",""15.9"","""",""7.9"","""",""11.9"","""",""6.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""39"","""""
"2014-06-15,""2014"",""06"",""15"",""†"",""21.1"","""",""7.4"","""",""14.3"","""",""3.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-16,""2014"",""06"",""16"",""†"",""25.9"","""",""12.2"","""",""19.1"","""",""0.0"","""",""1.1"","""","""",""M"","""",""M"",""9.4"","""","""","""",""32"","""",""32"","""""
"2014-06-17,""2014"",""06"",""17"",""†"",""22.9"","""",""11.6"","""",""17.3"","""",""0.7"","""",""0.0"","""","""",""M"","""",""M"",""21.8"","""","""","""",""29"","""",""48"","""""
"2014-06-18,""2014"",""06"",""18"",""†"",""22.9"","""",""13.9"","""",""18.4"","""",""0.0"","""",""0.4"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-19,""2014"",""06"",""19"",""†"",""22.7"","""",""9.6"","""",""16.2"","""",""1.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-20,""2014"",""06"",""20"",""†"",""20.5"","""",""7.1"","""",""13.8"","""",""4.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-21,""2014"",""06"",""21"",""†"",""23.1"","""",""9.6"","""",""16.4"","""",""1.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-22,""2014"",""06"",""22"",""†"",""24.9"","""",""8.6"","""",""16.8"","""",""1.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-23,""2014"",""06"",""23"",""†"",""24.1"","""",""10.9"","""",""17.5"","""",""0.5"","""",""0.0"","""","""",""M"","""",""M"",""2.4"","""","""","""","""","""",""<31"","""""
"2014-06-24,""2014"",""06"",""24"",""†"",""23.7"","""",""17.7"","""",""20.7"","""",""0.0"","""",""2.7"","""","""",""M"","""",""M"",""37.6"","""","""","""","""","""",""<31"","""""
"2014-06-25,""2014"",""06"",""25"",""†"",""20.0"","""",""16.8"","""",""18.4"","""",""0.0"","""",""0.4"","""","""",""M"","""",""M"",""9.2"","""","""","""","""","""",""<31"","""""
"2014-06-26,""2014"",""06"",""26"",""†"",""25.2"","""",""12.7"","""",""19.0"","""",""0.0"","""",""1.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-27,""2014"",""06"",""27"",""†"",""26.6"","""",""10.8"","""",""18.7"","""",""0.0"","""",""0.7"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-28,""2014"",""06"",""28"",""†"",""28.4"","""",""12.6"","""",""20.5"","""",""0.0"","""",""2.5"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-06-29,""2014"",""06"",""29"",""†"",""28.6"","""",""15.2"","""",""21.9"","""",""0.0"","""",""3.9"","""","""",""M"","""",""M"",""0.0"","""","""","""",""23"","""",""33"","""""
"2014-06-30,""2014"",""06"",""30"",""†"",""29.3"","""",""19.3"","""",""24.3"","""",""0.0"","""",""6.3"","""","""",""M"","""",""M"",""0.0"","""","""","""",""23"","""",""41"","""""
"2014-07-01,""2014"",""07"",""01"",""†"",""27.6"","""",""18.0"","""",""22.8"","""",""0.0"","""",""4.8"","""","""",""M"","""",""M"",""8.5"","""","""","""",""23"","""",""35"","""""
"2014-07-02,""2014"",""07"",""02"",""†"",""27.1"","""",""14.0"","""",""20.6"","""",""0.0"","""",""2.6"","""","""",""M"","""",""M"",""2.6"","""","""","""",""29"","""",""44"","""""
"2014-07-03,""2014"",""07"",""03"",""†"",""18.7"","""",""9.6"","""",""14.2"","""",""3.8"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""35"","""",""39"","""""
"2014-07-04,""2014"",""07"",""04"",""†"",""21.5"","""",""8.4"","""",""15.0"","""",""3.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""32"","""",""37"","""""
"2014-07-05,""2014"",""07"",""05"",""†"",""24.9"","""",""12.7"","""",""18.8"","""",""0.0"","""",""0.8"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""37"","""""
"2014-07-06,""2014"",""07"",""06"",""†"",""25.7"","""",""12.2"","""",""19.0"","""",""0.0"","""",""1.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""26"","""",""37"","""""
"2014-07-07,""2014"",""07"",""07"",""†"",""26.4"","""",""15.6"","""",""21.0"","""",""0.0"","""",""3.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""30"","""",""46"","""""
"2014-07-08,""2014"",""07"",""08"",""†"",""23.1"","""",""12.5"","""",""17.8"","""",""0.2"","""",""0.0"","""","""",""M"","""",""M"",""33.9"","""","""","""",""28"","""",""56"","""""
"2014-07-09,""2014"",""07"",""09"",""†"",""19.1"","""",""8.6"","""",""13.9"","""",""4.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""27"","""",""41"","""""
"2014-07-10,""2014"",""07"",""10"",""†"",""21.3"","""",""7.5"","""",""14.4"","""",""3.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-11,""2014"",""07"",""11"",""†"",""24.3"","""",""8.6"","""",""16.5"","""",""1.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-12,""2014"",""07"",""12"",""†"",""27.3"","""",""13.9"","""",""20.6"","""",""0.0"","""",""2.6"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-13,""2014"",""07"",""13"",""†"",""24.3"","""",""13.4"","""",""18.9"","""",""0.0"","""",""0.9"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-07-14,""2014"",""07"",""14"",""†"",""21.8"","""",""11.1"","""",""16.5"","""",""1.5"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-07-15,""2014"",""07"",""15"",""†"",""22.9"","""",""12.5"","""",""17.7"","""",""0.3"","""",""0.0"","""","""",""M"","""",""M"",""4.7"","""","""","""",""28"","""",""43"","""""
"2014-07-16,""2014"",""07"",""16"",""†"",""18.7"","""",""9.4"","""",""14.1"","""",""3.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""35"","""""
"2014-07-17,""2014"",""07"",""17"",""†"",""22.1"","""",""8.6"","""",""15.4"","""",""2.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-18,""2014"",""07"",""18"",""†"",""23.8"","""",""8.1"","""",""16.0"","""",""2.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-19,""2014"",""07"",""19"",""†"",""23.1"","""",""11.4"","""",""17.3"","""",""0.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-20,""2014"",""07"",""20"",""†"",""22.8"","""",""17.0"","""",""19.9"","""",""0.0"","""",""1.9"","""","""",""M"","""",""M"",""0.3"","""","""","""","""","""",""<31"","""""
"2014-07-21,""2014"",""07"",""21"",""†"",""27.3"","""",""14.4"","""",""20.9"","""",""0.0"","""",""2.9"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-22,""2014"",""07"",""22"",""†"",""28.7"","""",""15.6"","""",""22.2"","""",""0.0"","""",""4.2"","""","""",""M"","""",""M"",""3.1"","""","""","""",""36"","""",""32"","""""
"2014-07-23,""2014"",""07"",""23"",""†"",""23.0"","""",""11.9"","""",""17.5"","""",""0.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""30"","""",""41"","""""
"2014-07-24,""2014"",""07"",""24"",""†"",""21.7"","""",""9.8"","""",""15.8"","""",""2.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-25,""2014"",""07"",""25"",""†"",""23.5"","""",""9.4"","""",""16.5"","""",""1.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-26,""2014"",""07"",""26"",""†"",""23.8"","""",""13.2"","""",""18.5"","""",""0.0"","""",""0.5"","""","""",""M"","""",""M"",""6.5"","""","""","""","""","""",""<31"","""""
"2014-07-27,""2014"",""07"",""27"",""†"",""25.4"","""",""17.4"","""",""21.4"","""",""0.0"","""",""3.4"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""39"","""""
"2014-07-28,""2014"",""07"",""28"",""†"",""19.4"","""",""11.9"","""",""15.7"","""",""2.3"","""",""0.0"","""","""",""M"","""",""M"",""5.9"","""","""","""",""35"","""",""41"","""""
"2014-07-29,""2014"",""07"",""29"",""†"",""19.6"","""",""9.4"","""",""14.5"","""",""3.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-07-30,""2014"",""07"",""30"",""†"",""21.4"","""",""9.0"","""",""15.2"","""",""2.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""32"","""""
"2014-07-31,""2014"",""07"",""31"",""†"",""22.4"","""",""8.5"","""",""15.5"","""",""2.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-01,""2014"",""08"",""01"",""†"",""25.8"","""",""11.3"","""",""18.6"","""",""0.0"","""",""0.6"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-02,""2014"",""08"",""02"",""†"",""25.7"","""",""11.9"","""",""18.8"","""",""0.0"","""",""0.8"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-03,""2014"",""08"",""03"",""†"",""26.3"","""",""12.4"","""",""19.4"","""",""0.0"","""",""1.4"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-04,""2014"",""08"",""04"",""†"",""24.8"","""",""12.2"","""",""18.5"","""",""0.0"","""",""0.5"","""","""",""M"","""",""M"",""2.6"","""","""","""","""","""",""<31"","""""
"2014-08-05,""2014"",""08"",""05"",""†"",""22.4"","""",""13.4"","""",""17.9"","""",""0.1"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""33"","""",""35"","""""
"2014-08-06,""2014"",""08"",""06"",""†"",""24.1"","""",""9.4"","""",""16.8"","""",""1.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-07,""2014"",""08"",""07"",""†"",""22.7"","""",""10.7"","""",""16.7"","""",""1.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""36"","""",""32"","""""
"2014-08-08,""2014"",""08"",""08"",""†"",""23.1"","""",""8.4"","""",""15.8"","""",""2.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-09,""2014"",""08"",""09"",""†"",""25.2"","""",""9.4"","""",""17.3"","""",""0.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-10,""2014"",""08"",""10"",""†"",""26.5"","""",""10.8"","""",""18.7"","""",""0.0"","""",""0.7"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-11,""2014"",""08"",""11"",""†"",""27.3"","""",""11.3"","""",""19.3"","""",""0.0"","""",""1.3"","""","""",""M"","""",""M"",""1.7"","""","""","""",""13"","""",""35"","""""
"2014-08-12,""2014"",""08"",""12"",""†"",""24.9"","""",""15.3"","""",""20.1"","""",""0.0"","""",""2.1"","""","""",""M"","""",""M"",""39.8"","""","""","""",""13"","""",""48"","""""
"2014-08-13,""2014"",""08"",""13"",""†"",""16.3"","""",""10.0"","""",""13.2"","""",""4.8"","""",""0.0"","""","""",""M"","""",""M"",""7.6"","""","""","""",""30"","""",""52"","""""
"2014-08-14,""2014"",""08"",""14"",""†"",""12.4"","""",""9.2"","""",""10.8"","""",""7.2"","""",""0.0"","""","""",""M"","""",""M"",""13.9"","""","""","""",""30"","""",""41"","""""
"2014-08-15,""2014"",""08"",""15"",""†"",""20.4"","""",""9.8"","""",""15.1"","""",""2.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""31"","""",""43"","""""
"2014-08-16,""2014"",""08"",""16"",""†"",""17.4"","""",""9.8"","""",""13.6"","""",""4.4"","""",""0.0"","""","""",""M"","""",""M"",""25.2"","""","""","""",""23"","""",""32"","""""
"2014-08-17,""2014"",""08"",""17"",""†"",""21.4"","""",""10.1"","""",""15.8"","""",""2.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-18,""2014"",""08"",""18"",""†"",""20.1"","""",""8.3"","""",""14.2"","""",""3.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-19,""2014"",""08"",""19"",""†"",""22.8"","""",""6.9"","""",""14.9"","""",""3.1"","""",""0.0"","""","""",""M"","""",""M"",""0.3"","""","""","""","""","""",""<31"","""""
"2014-08-20,""2014"",""08"",""20"",""†"",""23.2"","""",""14.1"","""",""18.7"","""",""0.0"","""",""0.7"","""","""",""M"","""",""M"",""12.4"","""","""","""","""","""",""<31"","""""
"2014-08-21,""2014"",""08"",""21"",""†"",""23.8"","""",""16.8"","""",""20.3"","""",""0.0"","""",""2.3"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-08-22,""2014"",""08"",""22"",""†"",""24.4"","""",""16.3"","""",""20.4"","""",""0.0"","""",""2.4"","""","""",""M"","""",""M"",""0.7"","""","""","""","""","""",""<31"","""""
"2014-08-23,""2014"",""08"",""23"",""†"",""22.8"","""",""16.4"","""",""19.6"","""",""0.0"","""",""1.6"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-08-24,""2014"",""08"",""24"",""†"",""24.4"","""",""12.5"","""",""18.5"","""",""0.0"","""",""0.5"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-25,""2014"",""08"",""25"",""†"",""26.0"","""",""12.1"","""",""19.1"","""",""0.0"","""",""1.1"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-26,""2014"",""08"",""26"",""†"",""30.0"","""",""15.3"","""",""22.7"","""",""0.0"","""",""4.7"","""","""",""M"","""",""M"",""11.1"","""","""","""",""20"","""",""32"","""""
"2014-08-27,""2014"",""08"",""27"",""†"",""19.9"","""",""12.6"","""",""16.3"","""",""1.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""31"","""",""41"","""""
"2014-08-28,""2014"",""08"",""28"",""†"",""19.7"","""",""9.4"","""",""14.6"","""",""3.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""35"","""""
"2014-08-29,""2014"",""08"",""29"",""†"",""21.6"","""",""7.7"","""",""14.7"","""",""3.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-08-30,""2014"",""08"",""30"",""†"",""27.8"","""",""16.4"","""",""22.1"","""",""0.0"","""",""4.1"","""","""",""M"","""",""M"",""0.0"","""","""","""",""19"","""",""32"","""""
"2014-08-31,""2014"",""08"",""31"",""†"",""25.4"","""",""13.5"","""",""19.5"","""",""0.0"","""",""1.5"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""32"","""""
"2014-09-01,""2014"",""09"",""01"",""†"",""24.3"","""",""12.6"","""",""18.5"","""",""0.0"","""",""0.5"","""","""",""M"","""",""M"",""3.1"","""","""","""","""","""",""<31"","""""
"2014-09-02,""2014"",""09"",""02"",""†"",""21.4"","""",""13.3"","""",""17.4"","""",""0.6"","""",""0.0"","""","""",""M"","""",""M"",""2.3"","""","""","""","""","""",""<31"","""""
"2014-09-03,""2014"",""09"",""03"",""†"",""25.5"","""",""11.2"","""",""18.4"","""",""0.0"","""",""0.4"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-09-04,""2014"",""09"",""04"",""†"",""27.8"","""",""11.3"","""",""19.6"","""",""0.0"","""",""1.6"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-05,""2014"",""09"",""05"",""†"",""29.9"","""",""16.5"","""",""23.2"","""",""0.0"","""",""5.2"","""","""",""M"","""",""M"",""26.0"","""","""","""",""34"","""",""65"","""""
"2014-09-06,""2014"",""09"",""06"",""†"",""19.5"","""",""10.2"","""",""14.9"","""",""3.1"","""",""0.0"","""","""",""M"","""",""M"",""0.8"","""","""","""",""27"","""",""39"","""""
"2014-09-07,""2014"",""09"",""07"",""†"",""20.8"","""",""7.3"","""",""14.1"","""",""3.9"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-09-08,""2014"",""09"",""08"",""†"",""22.2"","""",""7.9"","""",""15.1"","""",""2.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-09,""2014"",""09"",""09"",""†"",""22.0"","""",""13.1"","""",""17.6"","""",""0.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-10,""2014"",""09"",""10"",""†"",""21.2"","""",""12.3"","""",""16.8"","""",""1.2"","""",""0.0"","""","""",""M"","""",""M"",""21.6"","""","""","""",""16"","""",""48"","""""
"2014-09-11,""2014"",""09"",""11"",""†"",""21.4"","""",""8.5"","""",""15.0"","""",""3.0"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""28"","""",""63"","""""
"2014-09-12,""2014"",""09"",""12"",""†"",""13.7"","""",""7.8"","""",""10.8"","""",""7.2"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-09-13,""2014"",""09"",""13"",""†"",""12.6"","""",""3.9"","""",""8.3"","""",""9.7"","""",""0.0"","""","""",""M"","""",""M"",""4.9"","""","""","""",""30"","""",""32"","""""
"2014-09-14,""2014"",""09"",""14"",""†"",""14.4"","""",""6.0"","""",""10.2"","""",""7.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-15,""2014"",""09"",""15"",""†"",""16.1"","""",""6.8"","""",""11.5"","""",""6.5"","""",""0.0"","""","""",""M"","""",""M"",""2.7"","""","""","""",""30"","""",""32"","""""
"2014-09-16,""2014"",""09"",""16"",""†"",""15.9"","""",""4.5"","""",""10.2"","""",""7.8"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-09-17,""2014"",""09"",""17"",""†"",""19.4"","""",""4.0"","""",""11.7"","""",""6.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-18,""2014"",""09"",""18"",""†"",""12.5"","""",""2.1"","""",""7.3"","""",""10.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-19,""2014"",""09"",""19"",""†"",""13.8"","""",""2.4"","""",""8.1"","""",""9.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""18"","""",""32"","""""
"2014-09-20,""2014"",""09"",""20"",""†"",""21.8"","""",""6.9"","""",""14.4"","""",""3.6"","""",""0.0"","""","""",""M"","""",""M"",""11.7"","""","""","""",""22"","""",""35"","""""
"2014-09-21,""2014"",""09"",""21"",""†"",""20.5"","""",""7.6"","""",""14.1"","""",""3.9"","""",""0.0"","""","""",""M"","""",""M"",""6.7"","""","""","""",""27"","""",""48"","""""
"2014-09-22,""2014"",""09"",""22"",""†"",""11.9"","""",""5.9"","""",""8.9"","""",""9.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""30"","""",""46"","""""
"2014-09-23,""2014"",""09"",""23"",""†"",""21.0"","""",""7.0"","""",""14.0"","""",""4.0"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""44"","""""
"2014-09-24,""2014"",""09"",""24"",""†"",""21.9"","""",""6.7"","""",""14.3"","""",""3.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-25,""2014"",""09"",""25"",""†"",""21.9"","""",""7.2"","""",""14.6"","""",""3.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-26,""2014"",""09"",""26"",""†"",""23.9"","""",""7.4"","""",""15.7"","""",""2.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-27,""2014"",""09"",""27"",""†"",""23.7"","""",""8.0"","""",""15.9"","""",""2.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-28,""2014"",""09"",""28"",""†"",""23.4"","""",""7.9"","""",""15.7"","""",""2.3"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
